review,score
Awesome flavors. We were very happy with fruit by the foot. I loved the variety of flavors and that it has flavors of the Starburst candies.,5.0
The only thing that was wrong with this was the box was smashed. Otherwise they were good and I would buy them again,4.0
Delicious,5.0
There are so many things you can use this mix for.  It is a staple in my pantry.,5.0
I use the onion flavor on my steaks. Very tasty,5.0
I use this in so many recipes.,5.0
I have found a potatoes recipe using this  mix that is super easy and great flavor.  Make it all the time.  This Lipton soup mix makes it wonderful.  Glad I found such a deal.....,5.0
As advertised,5.0
Bought onsale. Same as the store.,4.0
Great in meatballs and meatloaf.  Gives soup a richer flavorful,5.0
Great for hamburgers and stew,5.0
I use this product to infuse flavor to other soups and recipes. This seller offered a good price and prompt delivery. Will buy again soon.,5.0
"I ordered this and use these regularly in a lot of things.  Meatloaf, green bean casserole, plus little meatloaf that is not the norm plus even spices for pretzels!  These work for so many recipes!!",5.0
Thankful that I can it as subscriptions so it automatically comes each month,5.0
They’re Kind Bars. What else can you say.,5.0
Appreciate having a healthy and great tasting snack that is low in sugar!,5.0
This is a delicious and nutritious snack.  I use it for forgotten lunch. All different kinds of flavors but this was my favorite. 😉,5.0
"I'd be lying if I didn't say these are sometimes a meal replacement when it's crazy busy with work, but usually this is and afternoon snack. Solid ingredients, 6g of protein, and super tasty!",5.0
I like the taste and texture. Sometimes my blood sugar drops and it is a good treat until I get a meal! Low Calorie.,5.0
they taste good & are crunchy,5.0
Very good and low in sugar.,5.0
Love the alternative to all the chocolate flavored kind bars.,5.0
"They put 36 bars in a large box , but it's half full. Never buying kind bars again. Shameful.",1.0
Quick delivery! Fresh and always a fave!,5.0
"La mayoría de las bolsas venían abierta en la parte de atrás,el producto estaba blandito,no se podía consumir",2.0
Very good,5.0
"The bags of chips are perfectly sealed and the only think I didn’t like is that i got sent chips that expire in one week. Overall, great product!",3.0
The bag felt like it was tryna be skin tight with the Cheetosjust add more air to the bags so I’m not trying to break any chips just to open the bagThose bags are just raw doggin on those chips I’m telling you,3.0
I enjoy these damn good,5.0
This product was old and tasted horrible waste of money,1.0
"These Cheetos taste great.  I don't believe I've ever met anyone who doesn't love Cheetos.  Over the years I've found that many small packaged Cheetos bags are just 1oz, and I run out of Cheetos before I finish my sandwich.  The thing I really like is that these bags have two ounces of Cheetos in them, just right.  They are also very useful to have around if you are taking your kids to the park or zoo.  Each person gets their own bag to enjoy.  They are also great to take along for a hike, a bike ride, or camping, etc.  I really like this package size and I think you will too.  Get some, and get ready to have some orange colored fingers as you enjoy.",5.0
"The product is slightly hard. They expire one month after delivery.  I have purchased these twice, and both time the product was not at its best and expired in one month.",3.0
These remind me of how they use to taste back around 1998 when I would walk to the store and get them. Took me back…,5.0
My family loves these cookies.  No bad additives!  Almost healthy!,5.0
"This is my favor cracker, and they taste just like the ones on the airlines. My only problem is they are small and I have to eat more than I would like. lol",5.0
Love these biscuits/cookies. Crisp with so much flavor!,5.0
All my relatives and friends who tried  them loved them.,5.0
"Love these cookies and I’m so glad I bought them, but the packaging of each cookie roll had the most unsettling and repulsive smell. It was just on the packaging so I had to wipe all of them down with a Clorox wipe and then they smelled fine. But still, disgusting smell and it really made me lose my appetite.",3.0
So good,5.0
"Like everything about these cookies, taste, packaging, size",5.0
Excellent,5.0
"I got these to go in my mom’s gift basket for Mother’s Day and she loved it. They taste great, pair well with coffee, and are easy to pack for lunch or on the go. You can’t beat the price for the amount you get here.",5.0
I really love these biscuits! Delivery was very quick. So good and perfect with tea. Thank you.,5.0
the other flavors r good this one just does not compare,2.0
I bought these for myself and now my husband and my mom both love them too. No bad aftertaste like many other protein bars.,5.0
"Great tasting if you like coconut and chocolate, would definitely buy again and good enough taste I ate just for a sweet snack…they didn’t last long.",5.0
Quest bars are my preferred Keto snacks. I have my favorite flavors but find they all taste good.,5.0
"Fresh, tasty & not a lot to say other than I’ll buy again as needed!",5.0
"This tastes a lot like the girl scout cookies. Great coconut chocolate flavor. Good size, crunch, texture, and flavor. My only issue with these is how pricy they are like all Quest products. I'll wait for some sales but definitely want to pick these up again.",5.0
The macros are good - just not that tasty.,3.0
"I really liked the taste of these bars . The coconut taste was just right.  However, they're a little pricey. I ordered them again but will have to wait a month to get them.",5.0
Doesn't really taste like a regular protein bar. This one lacks sweetness normally present in a Zone bar.,4.0
"I'm not a huge coconut fan, but these are good.  They taste like the Samoa girl scout cookies.  I like the texture of the Hero bars better than the other Quest bars.  I would buy these again.",5.0
"So one from this bag had larvae in it.  That, I'm not even mad about, it happens with natural products and hard to exclude given they are shelled.  What I really don't understand is that I had to discontinue this last bag since a lot of the pistaccios have a horrible flavor that I can only describe as tasting like mold smells.  Very acrid. The taste was so bad I had multiple trips to the bathroom to spit them out and rinse the taste out of my mouth.  I have found this to a lesser extext in the previous package, but only one time.  This bag it has been multiple.  I'm tossing the remaining 3/4 of the bag.  I'm very dissapointed in the quality and its bad enough to discontinue purchasing this brand altogether.  It's too bad, because when they are good, they're great.  Consistency is very important though.",1.0
ther good,5.0
Have to use plastic knife on some to get open other than that there great taste!,5.0
